id,year,month,day,hour,minute,second,locationName,latitude,longitude,eqDepth,eqMagnitude,damageAmountOrder,eqMagMb,publish,damageAmountOrderTotal,housesDamagedTotal,housesDamagedAmountOrderTotal,country,regionCode,injuries,injuriesAmountOrder,housesDestroyed,housesDestroyedAmountOrder,housesDamaged,housesDamagedAmountOrder,eqMagMw,eqMagMs,injuriesTotal,injuriesAmountOrderTotal,housesDestroyedTotal,housesDestroyedAmountOrderTotal,deaths,deathsAmountOrder,damageMillionsDollars,eqMagMl,deathsTotal,deathsAmountOrderTotal,damageMillionsDollarsTotal,tsunamiEventId,intensity,volcanoEventId,area,missing,missingAmountOrder,missingTotal,missingAmountOrderTotal,time
5626,2002,3,25,14,56,33.8,"AFGHANISTAN:  HINDU KUSH:  BAGHLAN, NAHRIN",36.062,69.315,8.0,6.1,4.0,5.9,True,4.0,,,AFGHANISTAN,40,200.0,3.0,1500.0,4.0,1500.0,4.0,6.1,6.2,200.0,3.0,1500.0,4.0,1000.0,3.0,,,1000.0,3.0,,,,,,,,,,2002-03-25 00:00:00+00:00
5627,2002,3,31,6,52,50.4,TAIWAN:  TAIPEI,24.279,122.179,33.0,7.1,2.0,6.4,True,2.0,,,TAIWAN,30,200.0,3.0,100.0,2.0,,,7.1,7.4,200.0,3.0,100.0,2.0,5.0,1.0,,,5.0,1.0,,2396.0,,,,,,,,2002-03-31 00:00:00+00:00
5628,2002,4,1,19,59,32.4,"CHILE:  CENTRAL:  COQUIMBO, LA SERENA, OVALLE",-29.67,-71.384,71.0,6.4,1.0,6.1,True,1.0,,,CHILE,160,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,2002-04-01 00:00:00+00:00
5629,2002,4,12,4,0,23.7,TAJIKISTAN; AFGHANISTAN: DO ABI-NAHRIN,39.959,69.417,10.0,5.9,2.0,5.8,True,,250.0,3.0,TAJIKISTAN,40,150.0,3.0,160.0,3.0,160.0,3.0,5.9,5.9,150.0,3.0,160.0,3.0,50.0,1.0,,,50.0,1.0,,,,,,,,,,2002-04-12 00:00:00+00:00
5630,2002,4,18,16,8,36.7,"CHILE:  COPIAPO, TALTAL",-27.535,-70.586,62.0,6.6,2.0,6.2,True,2.0,575.0,3.0,CHILE,160,19.0,1.0,34.0,1.0,575.0,3.0,6.6,,19.0,1.0,34.0,1.0,,,,,,,,,,,,,,,,2002-04-18 00:00:00+00:00
5631,2002,4,20,10,50,47.5,"NEW YORK:  CLINTON, ESSEX, AU SABLE FORKS",44.513,-73.699,11.0,5.2,1.0,5.2,True,1.0,,,USA,150,,,,,,,5.2,4.2,,,,,,,,,,,,,7.0,,NY,,,,,2002-04-20 00:00:00+00:00
5632,2002,4,24,10,51,50.9,BALKANS NW:  KOSOVO; MACEDONIA:  N,42.436,21.466,10.0,5.7,4.0,5.6,True,4.0,,,SERBIA,130,100.0,2.0,,,,,5.7,5.6,100.0,2.0,,,1.0,1.0,350.0,,1.0,1.0,350.0,,,,,,,,,2002-04-24 00:00:00+00:00
5633,2002,4,24,19,48,7.1,IRAN:  WESTERN:  KERMANSHAH,34.642,47.4,33.0,5.4,4.0,5.2,True,4.0,,,IRAN,140,56.0,2.0,,4.0,,4.0,5.4,5.2,56.0,2.0,,4.0,2.0,1.0,,,2.0,1.0,,,,,,,,,,2002-04-24 00:00:00+00:00
5634,2002,4,25,17,41,21.5,GEORGIA:  TBILISI,41.765,44.96,10.0,4.3,3.0,4.8,True,3.0,2400.0,4.0,GEORGIA,40,52.0,2.0,,,2400.0,4.0,,4.3,52.0,2.0,,,5.0,1.0,,,5.0,1.0,,,,,,,,,,2002-04-25 00:00:00+00:00
5635,2002,4,26,16,6,7.0,GUAM,13.088,144.619,86.0,7.1,1.0,6.5,True,1.0,,,USA TERRITORY,170,5.0,1.0,,,,,7.1,,5.0,1.0,,,,,,,,,,,7.0,,GU,,,,,2002-04-26 00:00:00+00:00
5636,2002,5,18,15,15,8.8,TANZANIA:  BUNDA,-2.907,33.733,10.0,5.5,2.0,5.2,True,2.0,700.0,3.0,TANZANIA,10,,,690.0,3.0,700.0,3.0,5.5,5.5,,,690.0,3.0,2.0,1.0,,,2.0,1.0,,,,,,,,,,2002-05-18 00:00:00+00:00
5637,2002,5,28,4,4,22.5,"ARGENTINA:  AMINGA, ANILLACO, AGUA BLANCA, CHUQUIS",-28.937,-66.797,22.0,6.0,2.0,6.0,True,2.0,,3.0,ARGENTINA,160,27.0,1.0,40.0,1.0,,3.0,6.0,5.7,27.0,1.0,40.0,1.0,,,,,,,,,8.0,,,,,,,2002-05-28 00:00:00+00:00
5638,2002,6,20,5,40,43.3,"BANGLADESH:  RANGPUR, THAKURGAON, ALMANAGAR",25.842,88.932,40.0,4.5,1.0,4.5,True,1.0,,2.0,BANGLADESH,60,55.0,2.0,,,,2.0,,,55.0,2.0,,,,,,,,,,,,,,,,,,2002-06-20 00:00:00+00:00
5639,2002,6,22,2,58,21.3,IRAN:  AB GARM-ABHAR-AVAJ-SHIRIN SU,35.626,49.047,10.0,6.5,4.0,6.2,True,4.0,,4.0,IRAN,140,1300.0,4.0,,4.0,,4.0,6.5,6.4,1300.0,4.0,,4.0,261.0,3.0,300.0,,261.0,3.0,300.0,,8.0,,,,,,,2002-06-22 00:00:00+00:00
5641,2002,7,31,0,16,44.6,"PANAMA:  BARU, ALANJE, DAVID; COSTA RICA:  LAUREL",7.929,-82.793,10.0,6.5,2.0,6.0,True,2.0,,3.0,PANAMA,100,11.0,1.0,,2.0,,3.0,6.5,6.4,11.0,1.0,,2.0,,,,,,,,,7.0,,,,,,,2002-07-31 00:00:00+00:00
5642,2002,8,8,11,42,5.0,CHINA:  SICHUAN PROVINCE:  RULONG,30.916,99.927,33.0,5.3,1.0,5.4,True,1.0,,,CHINA,30,,,8.0,1.0,8.0,1.0,5.3,4.7,,,8.0,1.0,,,,,,,,,,,,,,,,2002-08-08 00:00:00+00:00
5643,2002,8,14,13,57,52.1,NORTHERN MARIANA ISLANDS:  SAIPAN,14.101,146.199,30.0,6.5,1.0,6.1,True,1.0,,1.0,USA TERRITORY,170,,,,,,1.0,6.5,6.4,,,,,,,,,,,,,,,MP,,,,,2002-08-14 00:00:00+00:00
5644,2002,8,15,5,30,26.2,INDONESIA:   SULAWESI:  TOJO,-1.196,121.333,10.0,6.2,2.0,5.7,True,2.0,200.0,3.0,INDONESIA,170,,,,,200.0,3.0,6.2,5.8,,,,,48.0,1.0,,,48.0,1.0,,,,,,,,,,2002-08-15 00:00:00+00:00
5645,2002,8,24,20,1,18.3,EGYPT:  CAIRO,30.2,31.41,10.0,4.4,1.0,4.4,True,1.0,44.0,1.0,EGYPT,15,,,,,44.0,1.0,,,,,,,,,,,,,,,,,,,,,,2002-08-24 00:00:00+00:00
5646,2002,9,2,1,0,3.2,"IRAN: KAK, RAZAN, SIZAN",35.701,48.838,10.0,5.2,1.0,5.1,True,1.0,,1.0,IRAN,140,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,2002-09-02 00:00:00+00:00
5647,2002,9,5,11,3,5.8,KYRGYZSTAN,39.77,72.007,32.0,5.5,1.0,5.3,True,1.0,,,KYRGYZSTAN,40,,,,,,,5.5,5.2,,,,,,,,,,,,,,,,,,,,2002-09-05 00:00:00+00:00
5648,2002,9,6,1,21,28.6,ITALY:  SICILY:  PALERMO,38.381,13.701,5.0,6.0,4.0,5.8,True,4.0,,2.0,ITALY,130,20.0,1.0,,,,2.0,6.0,5.5,20.0,1.0,,,2.0,1.0,500.0,,2.0,1.0,500.0,,,,,,,,,2002-09-06 00:00:00+00:00
5649,2002,9,8,18,44,25.5,"PAPUA NEW GUINEA:  KAIRIRU IS, MUSCHU IS, WEWAK",-3.26,142.94,13.0,7.6,3.0,6.5,True,3.0,873.0,3.0,PAPUA NEW GUINEA,170,70.0,2.0,,1.0,873.0,3.0,7.6,7.8,70.0,2.0,,1.0,4.0,1.0,,,4.0,1.0,,2398.0,,,,,,,,2002-09-08 00:00:00+00:00
5650,2002,9,13,22,28,29.4,"INDIA:  ANDAMAN ISLANDS:  RONGAT, DIGLIPUR,ARIEL BAY",13.036,93.068,21.0,6.5,1.0,6.2,True,2.0,,1.0,INDIA,60,,,40.0,1.0,,1.0,6.5,6.7,,,40.0,1.0,2.0,1.0,,,2.0,1.0,,2399.0,,,,,,,,2002-09-13 00:00:00+00:00
5651,2002,9,20,15,43,35.4,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  RANSIKI,-1.68,134.234,10.0,6.4,1.0,5.9,True,1.0,31.0,1.0,INDONESIA,170,,,,,31.0,1.0,6.4,6.4,,,,,,,,,,,,,,,,,,,,2002-09-20 00:00:00+00:00
5652,2002,9,22,23,53,14.6,"UNITED KINGDOM:  MANSFIELD, DUDLEY",52.52,-2.15,9.0,4.8,1.0,4.8,True,1.0,,,UK,120,1.0,1.0,,,,,,,1.0,1.0,,,,,,5.0,,,,,6.0,,,,,,,2002-09-22 00:00:00+00:00
5653,2002,9,25,18,14,48.5,MEXICO:  ACAPULCO,16.87,-100.113,6.0,5.3,1.0,5.2,True,1.0,,2.0,MEXICO,150,2.0,1.0,,,,2.0,5.3,4.7,2.0,1.0,,,,,,,,,,,,,,,,,,2002-09-25 00:00:00+00:00
5654,2002,9,25,22,28,11.9,IRAN:  MASJED-E SOLEYMAN,31.995,49.329,10.0,5.6,2.0,5.5,True,2.0,,3.0,IRAN,140,5.0,1.0,,,,,5.6,5.1,5.0,1.0,,,,,,,,,,,,,,,,,,2002-09-25 00:00:00+00:00
5655,2002,9,30,6,44,48.0,"FRANCE:  HENNEBONT, LANGUIDIC, LORIENT, TREMOREL",47.832,-3.207,10.0,4.2,1.0,4.2,True,1.0,,1.0,FRANCE,120,,,,,,1.0,,,,,,,,,,4.5,,,,,,,,,,,,2002-09-30 00:00:00+00:00
5656,2002,10,10,10,50,20.5,"INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI",-1.757,134.297,10.0,7.6,3.0,6.5,True,3.0,900.0,3.0,INDONESIA,170,632.0,3.0,1000.0,3.0,900.0,3.0,7.6,7.7,632.0,3.0,1000.0,3.0,8.0,1.0,,,8.0,1.0,,2400.0,,,,,,,,2002-10-10 00:00:00+00:00
5657,2002,10,23,11,27,19.4,"ALASKA:  CANTWELL, DENALI NATL PARK",63.514,-147.912,4.0,6.7,2.0,6.0,True,2.0,,,USA,150,,,,,,,6.7,6.7,,,,,,,,,,,,,8.0,,AK,,,,,2002-10-23 00:00:00+00:00
5658,2002,10,24,6,8,37.9,"CONGO: GOMA, LWIRO, BUKAVU; RWANDA:  MUGERA, KIGALI",-1.884,29.004,11.0,6.2,1.0,5.9,True,1.0,,,CONGO,10,,,,2.0,,,6.2,6.3,,,,2.0,2.0,1.0,,,2.0,1.0,,,,,,,,,,2002-10-24 00:00:00+00:00
5659,2002,10,29,10,2,21.5,ITALY:  SICILY:  SANTA VENERINA,37.67,15.267,10.0,4.3,1.0,4.3,True,1.0,,2.0,ITALY,130,9.0,1.0,,,,2.0,,,9.0,1.0,,,,,,4.5,,,,,8.0,5487.0,,,,,,2002-10-29 00:00:00+00:00
5660,2002,10,31,10,32,58.7,"ITALY:  SAN GUILIANO DI PUGLIA, CAMPOBASSO",41.789,14.872,10.0,5.7,4.0,5.3,True,4.0,,4.0,ITALY,130,135.0,3.0,,,,4.0,5.7,5.6,135.0,3.0,,,30.0,1.0,796.0,,30.0,1.0,796.0,,7.0,,,,,,,2002-10-31 00:00:00+00:00
5661,2002,11,1,22,9,29.2,PAKISTAN:  GILGIT,35.517,74.654,33.0,5.4,3.0,5.3,True,3.0,1000.0,4.0,PAKISTAN,60,40.0,1.0,,3.0,,3.0,5.4,5.3,40.0,1.0,,,11.0,1.0,,,11.0,1.0,,,,,,,,,,2002-11-01 00:00:00+00:00
5662,2002,11,2,1,26,10.7,INDONESIA:  SUMATERA:  SIMEULUE,2.824,96.085,30.0,7.3,3.0,6.2,True,3.0,994.0,3.0,INDONESIA,60,65.0,2.0,,,994.0,3.0,7.3,7.6,65.0,2.0,,,3.0,1.0,,,3.0,1.0,,,,,,,,,,2002-11-02 00:00:00+00:00
5663,2002,11,3,22,12,41.0,"ALASKA:  SLANA, MENTASTA LAKE, FAIRBANKS",63.517,-147.444,5.0,7.9,4.0,7.0,True,4.0,,,USA,150,1.0,1.0,,,,,7.9,8.5,1.0,1.0,,,,,56.0,,,,56.0,,9.0,,AK,,,,,2002-11-03 00:00:00+00:00
5664,2002,11,20,21,32,30.8,"PAKISTAN:  DASHKIN, DOIAN, MUSHKIN",35.414,74.515,33.0,6.3,3.0,5.7,True,3.0,1256.0,4.0,PAKISTAN,60,40.0,1.0,100.0,2.0,100.0,2.0,6.3,6.5,40.0,1.0,100.0,2.0,19.0,1.0,,,19.0,1.0,,,,,,,,,,2002-11-20 00:00:00+00:00
5665,2002,11,27,16,43,17.5,VANUATU ISLANDS: MERE LAVA ISLAND,-14.49,167.827,33.0,5.9,2.0,5.6,True,2.0,100.0,2.0,VANUATU,170,3.0,1.0,,,,,5.9,5.8,3.0,1.0,,,,,,,,,,,,,,,,,,2002-11-27 00:00:00+00:00
5666,2002,12,2,4,58,55.1,"GREECE:  MEGALOPOLIS, VARTHOLOMION",37.747,21.087,10.0,5.7,2.0,5.2,True,2.0,100.0,2.0,GREECE,130,17.0,1.0,8.0,1.0,100.0,2.0,5.7,5.4,17.0,1.0,8.0,1.0,,,,,,,,,,,,,,,,2002-12-02 00:00:00+00:00
5667,2002,12,14,13,27,29.1,CHINA:  GANSU PROVINCE:  YUMNE,39.736,97.443,22.0,5.5,3.0,5.6,True,3.0,,,CHINA,30,,,13380.0,4.0,,,5.5,5.3,,,13380.0,4.0,2.0,1.0,,,2.0,1.0,,,,,,,,,,2002-12-14 00:00:00+00:00
5668,2002,12,24,17,3,2.9,IRAN:  KERMANSHAH,34.594,47.454,33.0,5.2,3.0,5.1,True,3.0,,,IRAN,140,15.0,1.0,3000.0,4.0,3000.0,4.0,5.2,4.4,15.0,1.0,3000.0,4.0,,,,,,,,,,,,,,,,2002-12-24 00:00:00+00:00
5669,2002,12,25,12,57,3.2,CHINA:  XINJIANG:  WUQIA,39.57,75.254,10.0,5.7,1.0,5.5,True,1.0,,,CHINA,40,,,,2.0,,,5.7,5.6,,,,2.0,,,,,,,,,,,,,,,,2002-12-25 00:00:00+00:00
5670,2002,12,25,19,13,42.7,AFGHANISTAN:  JALALABAD,35.704,69.868,91.0,5.5,1.0,5.3,True,1.0,,1.0,AFGHANISTAN,40,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,2002-12-25 00:00:00+00:00
5671,2003,1,11,17,45,30.6,"IRAN:  KAZERUN, NURABAD",29.59,51.474,33.0,5.2,3.0,5.2,True,3.0,1350.0,4.0,IRAN,140,,2.0,650.0,3.0,650.0,3.0,5.2,5.0,,2.0,650.0,3.0,,,,,,,,,,,,,,,,2003-01-11 00:00:00+00:00
5672,2003,1,20,8,43,6.0,"SOLOMON ISLANDS:  HONIARA, SAN CRISTOBAL",-10.491,160.77,33.0,7.3,,6.7,True,,,,SOLOMON ISLANDS,170,,,,,,,7.3,7.8,,,,,,,,,,,,2401.0,,,,,,,,2003-01-20 00:00:00+00:00
5673,2003,1,22,2,6,34.6,"MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO",18.77,-104.104,24.0,7.5,4.0,6.5,True,4.0,6615.0,4.0,MEXICO,150,1073.0,4.0,2005.0,4.0,6615.0,4.0,7.5,7.6,1073.0,4.0,2005.0,4.0,29.0,1.0,116.3,,29.0,1.0,116.3,2402.0,8.0,,,,,,,2003-01-22 00:00:00+00:00
5674,2003,1,23,0,8,22.8,INDONESIA:  SUMBAWA ISLAND:  DOMPU,-8.807,118.524,33.0,5.5,2.0,5.3,True,2.0,500.0,3.0,INDONESIA,60,2.0,1.0,,,500.0,3.0,5.5,5.1,2.0,1.0,,,,,,,,,,,6.0,,,,,,,2003-01-23 00:00:00+00:00
5675,2003,1,26,19,57,3.2,"ITALY:  SPINELLO, SANTA SOFIA, BAGNO DI ROMAGNA",43.883,11.96,7.0,4.7,1.0,4.7,True,1.0,,1.0,ITALY,130,,,,,,1.0,,,,,,,,,,4.6,,,,,7.0,,,,,,,2003-01-26 00:00:00+00:00
5676,2003,1,27,5,26,23.0,"TURKEY:  SAGLAMTAS, PULUMUR",39.5,39.878,10.0,6.1,1.0,5.6,True,1.0,,2.0,TURKEY,140,,2.0,,,,,6.1,6.0,,2.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,2003-01-27 00:00:00+00:00
5680,2003,2,22,12,19,10.5,CALIFORNIA:  BIG BEAR CITY,34.31,-116.848,1.0,5.2,1.0,4.9,True,1.0,,,USA,150,,,,,,,5.2,4.8,,,,,,,,,,,,,6.0,,CA,,,,,2003-02-22 00:00:00+00:00
5681,2003,2,22,20,41,3.4,"FRANCE:  BACCARAT, COLMAR, THANN; GERMANY:  EDIGEN",48.342,6.57,10.0,5.0,1.0,5.0,True,1.0,,,FRANCE,120,,,,,,,5.0,,,,,,,,,5.7,,,,,,,,,,,,2003-02-22 00:00:00+00:00
5682,2003,2,24,2,3,41.4,CHINA:  S. XINJIANG:  BACHU,39.61,77.23,11.0,6.3,4.0,5.8,True,4.0,,,CHINA,40,4000.0,4.0,71000.0,4.0,,,6.3,6.3,4000.0,4.0,71000.0,4.0,261.0,3.0,,,261.0,3.0,,,,,,,,,,2003-02-24 00:00:00+00:00
5683,2003,2,25,3,52,41.0,CHINA:  S. XINJIANG:  BACHU,39.483,77.393,10.0,5.4,1.0,5.1,True,1.0,,,CHINA,40,,,,,,,5.4,5.3,,,,,5.0,1.0,,,5.0,1.0,,,,,,,,,,2003-02-25 00:00:00+00:00
5684,2003,3,21,11,38,20.0,"INDONESIA:  JAVA:  CARACAS, CILIMUS, SAMPORA",-6.983,108.468,33.0,4.6,2.0,4.6,True,2.0,800.0,3.0,INDONESIA,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-03-21 00:00:00+00:00
5685,2003,2,13,17,34,20.9,CHINA:  N. XINJIANG:  URUMQI,43.897,85.923,24.0,5.3,1.0,5.2,True,1.0,,,CHINA,40,,,,,,,5.3,5.2,,,,,,,,,,,,,,,,,,,,2003-02-13 00:00:00+00:00
5686,2003,3,22,13,36,16.0,GERMANY:  ALBSTADT,48.21,9.0,6.0,4.7,1.0,,True,1.0,,,GERMANY,120,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,2003-03-22 00:00:00+00:00
5688,2003,6,20,13,30,41.6,"CHILE:  OVALLE, COQUIMBO; ARGENTINA:  SAN JUAN",-30.608,-71.637,33.0,6.8,1.0,6.4,True,1.0,,2.0,CHILE,160,1.0,1.0,,,,2.0,6.8,6.8,1.0,1.0,,,,,,,,,,,6.0,,,,,,,2003-06-20 00:00:00+00:00
5689,2003,3,25,18,51,26.3,BHUTAN:  PHUENTSHOLING,27.264,89.331,47.0,5.5,1.0,4.8,True,1.0,,1.0,BHUTAN,60,,,,,,,5.5,4.8,,,,,,,,,,,,,,,,,,,,2003-03-25 00:00:00+00:00
5690,2003,4,10,0,40,15.1,"TURKEY:  IZMIR, SEFERIHISAR",38.221,26.958,10.0,5.7,2.0,5.6,True,2.0,,2.0,TURKEY,140,90.0,2.0,,2.0,,2.0,5.7,5.6,90.0,2.0,,2.0,,,,,,,,,,,,,,,,2003-04-10 00:00:00+00:00
5691,2003,4,17,0,48,38.5,CHINA:  QINGHAI PROVINCE:  DELINGHA,37.529,96.476,14.0,6.4,1.0,6.2,True,1.0,,,CHINA,30,,,45.0,1.0,45.0,1.0,6.4,6.3,,,45.0,1.0,,,,,,,,,,,,,,,,2003-04-17 00:00:00+00:00
5692,2003,5,1,0,27,4.7,TURKEY:  BINGOL,39.007,40.464,10.0,6.4,3.0,5.7,True,3.0,2593.0,4.0,TURKEY,140,521.0,3.0,718.0,3.0,718.0,3.0,6.4,6.4,521.0,3.0,718.0,3.0,177.0,3.0,,,177.0,3.0,,,,,,,,,,2003-05-01 00:00:00+00:00
5693,2003,5,4,15,44,35.5,CHINA:  S. XINJIANG:  YOPURGA,39.43,77.219,10.0,5.8,3.0,5.0,True,3.0,,,CHINA,40,3.0,1.0,1600.0,4.0,,,5.8,5.6,3.0,1.0,1600.0,4.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,2003-05-04 00:00:00+00:00
5694,2003,5,21,18,44,20.1,"ALGERIA:  ALGIERS, BOUMERDES, REGHIA, THENIA",36.964,3.634,12.0,6.8,4.0,6.5,True,4.0,163000.0,4.0,ALGERIA,15,11000.0,4.0,19000.0,4.0,163000.0,4.0,6.8,6.9,11000.0,4.0,19000.0,4.0,2287.0,4.0,5000.0,,2287.0,4.0,5000.0,2403.0,10.0,,,800.0,3.0,800.0,3.0,2003-05-21 00:00:00+00:00
5695,2003,5,26,9,24,33.4,"JAPAN:  HONSHU:  IWATE, MIYAGI, YAMAGATA, AKITA",38.849,141.568,68.0,7.0,4.0,6.7,True,4.0,720.0,3.0,JAPAN,30,143.0,3.0,,,720.0,3.0,7.0,,143.0,3.0,,,,,233.0,,,,233.0,,,,,,,,,2003-05-26 00:00:00+00:00
5696,2003,5,26,19,23,27.9,"INDONESIA:  MOROTAI, BEREBERE, DARUBA",2.354,128.855,31.0,7.0,1.0,6.5,True,1.0,20.0,1.0,INDONESIA,170,7.0,1.0,28.0,1.0,20.0,1.0,7.0,7.1,7.0,1.0,28.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,2003-05-26 00:00:00+00:00
5697,2003,5,27,17,11,28.8,"ALGERIA:  ALGIERS, BOUMERDES, REGHAIA",36.939,3.578,8.0,5.7,2.0,5.5,True,2.0,,,ALGERIA,15,200.0,3.0,,3.0,,,5.7,5.5,200.0,3.0,,3.0,9.0,1.0,,,9.0,1.0,,3618.0,,,,,,,,2003-05-27 00:00:00+00:00
5698,2003,6,6,12,29,34.0,KENTUCKY:  BARDWELL,36.87,-88.98,3.0,4.0,1.0,3.9,True,1.0,,,USA,150,,,,,,,4.0,,,,,,,,,,,,,,6.0,,KY,,,,,2003-06-06 00:00:00+00:00
5699,2003,6,9,7,6,39.3,"GREECE:  GONNOI, LARISA",39.893,22.309,18.0,5.2,1.0,4.9,True,1.0,50.0,1.0,GREECE,130,,,,,50.0,1.0,5.2,4.9,,,,,,,,,,,,,,,,,,,,2003-06-09 00:00:00+00:00
5700,2003,2,15,5,47,58.9,PHILIPPINES: LUZON:  DIMASALANG,12.171,123.921,10.0,5.8,1.0,5.4,True,1.0,,,PHILIPPINES,170,,,,,,,5.8,5.6,,,,,,,,,,,,,6.0,,,,,,,2003-02-15 00:00:00+00:00
5701,2003,2,15,11,1,59.8,"PHILIPPINES: MASBATE, DIMASALANG",12.168,124.079,10.0,6.3,1.0,5.8,True,1.0,,2.0,PHILIPPINES,170,,,,,,2.0,6.3,6.2,,,,,,,,,,,,5995.0,6.0,,,,,,,2003-02-15 00:00:00+00:00
5702,2003,3,25,2,53,25.0,INDONESIA:  FLORES:  REO,-8.294,120.743,33.0,6.5,1.0,6.2,True,1.0,,2.0,INDONESIA,60,20.0,1.0,,,,2.0,6.5,6.1,20.0,1.0,,,4.0,1.0,,,4.0,1.0,,,,,,,,,,2003-03-25 00:00:00+00:00
5703,2003,4,29,8,59,39.0,"ALABAMA:  FORT PAYNE,GAYLESVILLE,VALLEY HEAD",34.494,-85.629,20.0,4.6,1.0,4.4,True,1.0,,,USA,150,,,,,,,4.6,,,,,,,,,,,,,,6.0,,AL,,,,,2003-04-29 00:00:00+00:00
5704,2003,7,3,14,59,32.2,"IRAN:  NORTHEASTERN: YAKHAK, BASHIRABAD, BUTEHGAZ",35.476,60.784,41.0,5.2,1.0,5.2,True,1.0,90.0,2.0,IRAN,140,,,,,,,5.2,4.9,,,,,,,,,,,,,,,,,,,,2003-07-03 00:00:00+00:00
5705,2003,7,10,17,6,37.6,IRAN:  SOUTHERN: GAJJIABAD,28.355,54.169,10.0,5.8,3.0,5.9,True,3.0,,,IRAN,140,25.0,1.0,3500.0,4.0,,,5.8,5.5,25.0,1.0,3500.0,4.0,1.0,1.0,21.6,,1.0,1.0,21.6,,7.0,,,,,,,2003-07-10 00:00:00+00:00
5706,2003,7,15,20,27,50.5,INDIAN OCEAN:  FELT IN MALDIVES,-2.598,68.382,10.0,7.6,,6.1,True,,,,INDIAN OCEAN,60,,,,,,,7.6,7.6,,,,,,,,,,,,,,,,,,,,2003-07-15 00:00:00+00:00
5707,2003,7,21,15,16,31.9,CHINA:  YUNNAN PROVINCE,25.975,101.29,10.0,5.9,4.0,5.4,True,4.0,,,CHINA,30,584.0,3.0,264878.0,4.0,264878.0,4.0,5.9,6.0,584.0,3.0,264878.0,4.0,16.0,1.0,75.0,,16.0,1.0,75.0,,,,,,,,,2003-07-21 00:00:00+00:00
5708,2003,7,25,15,13,7.7,"JAPAN:  HONSHU:  MIYAGI, IWATE",38.432,141.003,10.0,5.5,4.0,5.6,True,4.0,1025.0,4.0,JAPAN,30,569.0,3.0,,,1025.0,4.0,5.5,4.9,569.0,3.0,,,,,411.0,,,,411.0,,,,,,,,,2003-07-25 00:00:00+00:00
5709,2003,7,26,1,0,57.6,TURKEY:  WESTERN:  BULDAN,38.111,28.887,10.0,4.5,1.0,4.5,True,1.0,48.0,1.0,TURKEY,140,,2.0,,,,,,,,2.0,,,,,,5.0,,,,,,,,,,,,2003-07-26 00:00:00+00:00
5710,2003,7,26,8,36,49.1,TURKEY:  WESTERN:  BULDAN,38.019,28.927,10.0,5.4,1.0,5.0,True,1.0,,1.0,TURKEY,140,10.0,1.0,1.0,1.0,1.0,1.0,5.4,5.2,10.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,2003-07-26 00:00:00+00:00
5711,2003,7,26,23,18,17.9,BANGLADESH:  RANGAMATI,22.854,92.306,10.0,5.7,2.0,5.5,True,2.0,,,BANGLADESH,60,25.0,1.0,500.0,3.0,,,5.7,5.5,25.0,1.0,500.0,3.0,2.0,1.0,,,2.0,1.0,,,,,,,,,,2003-07-26 00:00:00+00:00
5712,2003,8,4,4,37,20.1,SCOTIA SEA:  SOUTH ORKNEY ISLANDS: LAURIE IS,-60.532,-43.411,10.0,7.6,1.0,6.2,True,1.0,,,ANTARCTICA,20,,,,,,,7.6,7.5,,,,,,,,,,,,5774.0,,,,,,,,2003-08-04 00:00:00+00:00
5713,2003,8,11,0,19,9.2,INDONESIA:  HALMAHERA:  WASILE,1.142,128.152,10.0,6.0,2.0,5.7,True,2.0,200.0,3.0,INDONESIA,170,,,,,200.0,3.0,6.0,5.6,,,,,,,,,,,,,,,,,,,,2003-08-11 00:00:00+00:00
5714,2003,8,13,8,29,27.2,"PANAMA:  COLON, PANAMA CITY",9.355,-79.941,54.0,5.4,1.0,5.0,True,1.0,,,PANAMA,100,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,2003-08-13 00:00:00+00:00
5715,2003,8,14,5,14,54.7,"GREECE:  LEFKADA, PREVEZA",39.16,20.605,10.0,6.3,2.0,5.6,True,2.0,,2.0,GREECE,130,50.0,1.0,,,,2.0,6.3,6.2,50.0,1.0,,,,,,,,,,5791.0,,,,,,,,2003-08-14 00:00:00+00:00
5716,2003,8,16,10,58,42.7,"CHINA:  NEI MONGOL:  LINDONG, TIANSHAN",43.77,119.643,24.0,5.4,3.0,5.5,True,3.0,,,CHINA,30,1000.0,3.0,7900.0,3.0,,,5.4,5.1,1000.0,3.0,7900.0,4.0,4.0,1.0,,,4.0,1.0,,,,,,,,,,2003-08-16 00:00:00+00:00
